ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,bp_rp,ag_gspphot,ruwe,abs_mag
56.41378202777228,0.08259988,24.138865613858307,0.058982275,7.258451579517981,0.09427919,19.60135679255054,0.10216059,-45.7889373460749,0.070053175,17.16973,3.07967,0.715,1.0806322,11.473949152959483
56.2190045645284,0.38749242,24.11313304360812,0.3188095,8.345685150896063,0.4386326,20.541505263518896,0.4411626,-46.081450017195756,0.3081797,3.6982086,-0.08796215,--,2.7675414,-1.6944814470083926
56.1833687967795,0.02186628,24.231003278419283,0.016528483,7.465089779730926,0.026360298,21.46729347046291,0.026485916,-46.4541970849661,0.020605858,11.193486,1.007863,0.223,1.2194091,5.55866138960033
56.435155513167,0.017187066,24.22010548147908,0.0130409235,7.563215718435812,0.01921521,20.574860698295357,0.023561612,-47.20036506838736,0.015601278,10.392956,0.92116547,0.2323,1.2293495,4.786488217743182
56.353359973199396,0.052395333,24.345769619048642,0.03907258,6.975272360665578,0.058904808,19.667398564243655,0.070701,-43.51382742212487,0.049011815,16.211872,2.842578,0.7289,1.0265061,10.429677950826935
59.10418014852836,0.02160744,23.090594019048243,0.012969313,7.422215701590819,0.022585288,19.733607949420545,0.028124481,-46.26980424605291,0.017058609,14.358019,2.1178627,0.5561,1.0797757,8.710686732602625
58.65574608992024,0.06338039,23.225564592105965,0.037689254,7.137677265702494,0.066206895,19.005755722632816,0.094790965,-43.62218914476007,0.050495878,16.585747,3.0511217,0.684,1.0254011,10.853531301045779
58.29021865632223,0.17154232,23.56311313950644,0.11379341,7.784782543947762,0.18410757,19.812853163374655,0.2205658,-47.12040483479255,0.15303355,18.314924,3.5661507,--,1.0099624,12.771156668703297
59.12049699590219,0.058941334,24.03155863771737,0.035616748,7.345629821126317,0.061053313,20.13964775638265,0.08395955,-46.42745767715649,0.04718343,16.53809,2.9411402,0.6585,1.0415274,10.868234944872988
57.67568656986667,0.11553668,23.49238902121514,0.06784144,7.616449684837002,0.120770775,21.06591688176668,0.15928382,-45.9521760437176,0.09169897,17.713388,3.3472881,0.7671,0.96974486,12.122151330141758
57.491183690526064,0.033702802,23.847947494502325,0.018977262,7.361154060952656,0.033577144,21.026665618554475,0.0386648,-48.1328432589328,0.0253434,10.005213,--,--,1.1162924,4.339942319504317
51.88518296463685,0.07123592,20.406853401948826,0.056186754,5.115890614370551,0.07908153,21.76815769268252,0.08662182,-48.441024447574456,0.06890549,17.160397,2.9316988,--,1.0228592,10.705002826028899
56.99190698106537,0.26488063,22.113993975562888,0.19651435,7.598836153417365,0.2765724,19.983522625878948,0.32036898,-46.49981998998993,0.24353322,19.091862,3.5428677,--,1.0772028,13.4955971264848
56.865598646396684,0.40720445,22.1606151777333,0.3119193,7.322496176654713,0.44660658,19.479130940995113,0.52187276,-43.88244907637228,0.41062018,19.86822,4.0753765,--,1.0701379,14.191515143573005
57.356540141478256,0.12445031,22.312209187153343,0.08555067,7.124079011263999,0.14594857,19.556734054911658,0.1556048,-44.42785716407235,0.11286611,17.548912,3.2433224,0.8902,0.94495887,11.812555685651908
57.023886074906926,0.06123328,22.635778085249903,0.044155523,7.267997117214958,0.07013673,19.48222424687009,0.0777619,-45.44550891815411,0.054179914,16.372732,2.9875917,0.6334,1.0750756,10.679805894360932
57.361046520859134,0.059426922,22.848352698939507,0.037172884,7.470198853658967,0.061192833,19.037363240164904,0.0788235,-45.87916701288922,0.047597684,16.388481,2.8685455,0.6152,1.0277227,10.755141953696537
